Ciudad,Nombre,Telefono,Direccion,Calificacion,Num_Resenas,Enlace_Actual,Link_Google_Maps
Querétaro,CM Innovando La Belleza Galerías Querétaro,771 422 1623,,"4,9",176,,https://www.google.com/maps/place/CM+Innovando+La+Belleza+Galer%C3%ADas+Quer%C3%A9taro/data=!4m7!3m6!1s0x85d3455bff41550f:0xd48c3cb07b7ed35b!8m2!3d20.5777166!4d-100.4053083!16s%2Fg%2F11t61qn66z!19sChIJD1VB_1tF04URW9N-e7A8jNQ
Querétaro,Distribuidora/Academia de Insumos para Uñas y Pestañas ️,446 123 8782,,"4,9",70,,https://www.google.com/maps/place/Distribuidora%2FAcademia+de+Insumos+para+U%C3%B1as+y+Pesta%C3%B1as+%EF%B8%8F/data=!4m7!3m6!1s0x85d345c0ed750cab:0xc4976a774d60aa7b!8m2!3d20.5426018!4d-100.3995094!16s%2Fg%2F11rj_tkyhn!19sChIJqwx17cBF04URe6pgTXdql8Q
Querétaro,RAHELI STUDIO QUERETARO-STAFF DE MAQUILLADORES (maquillaje y peinado),442 311 9019,,"4,6",261,,https://www.google.com/maps/place/RAHELI+STUDIO+QUERETARO-STAFF+DE+MAQUILLADORES+%28maquillaje+y+peinado%29/data=!4m7!3m6!1s0x85d3453983b6f553:0xa66aed1ab28ed007!8m2!3d20.5733296!4d-100.4121622!16s%2Fg%2F11gh0dprnc!19sChIJU_W2gzlF04URB9COshrtaqY
Querétaro,Venezza Cosméticos,442 463 1042,,"4,6",28,,https://www.google.com/maps/place/Venezza+Cosm%C3%A9ticos/data=!4m7!3m6!1s0x85d3452dd35f039b:0x39655ffaa583890c!8m2!3d20.5830084!4d-100.4030554!16s%2Fg%2F11gdmcdj32!19sChIJmwNf0y1F04URDImDpfpfZTk
Querétaro,PetirrojoAzul · MercadoAmable,442 499 0458,,"4,4",317,,https://www.google.com/maps/place/PetirrojoAzul+%C2%B7+MercadoAmable/data=!4m7!3m6!1s0x85d3453eed550249:0x3ed18ae9949079e3!8m2!3d20.568135!4d-100.4130783!16s%2Fg%2F11hd9nbhsn!19sChIJSQJV7T5F04UR43mQlOmK0T4
Mérida,Corazón de Cacao - Montecristo,999 593 3068,,"4,8",36,,https://www.google.com/maps/place/Coraz%C3%B3n+de+Cacao+-+Montecristo/data=!4m7!3m6!1s0x8f56741d711b5091:0x632131f9d5c27fce!8m2!3d21.0103332!4d-89.5978767!16s%2Fg%2F11fkw8h_l8!19sChIJkVAbcR10Vo8Rzn_C1fkxIWM
Mérida,Yves Rocher México - CASA Mérida,999 923 2743,,"4,6",349,,https://www.google.com/maps/place/Yves+Rocher+M%C3%A9xico+-+CASA+M%C3%A9rida/data=!4m7!3m6!1s0x8f56718c25fafd7f:0x81e7a5caa3565b50!8m2!3d20.9693737!4d-89.6213039!16s%2Fg%2F1ptznfvxf!19sChIJf_36JYxxVo8RUFtWo8ql54E
Mérida,Distribuidora Farah,999 292 1430,,"4,1",37,,https://www.google.com/maps/place/Distribuidora+Farah/data=!4m7!3m6!1s0x8f567162bfb56725:0xdd4a0db1adaae6b1!8m2!3d20.9648702!4d-89.6218767!16s%2Fg%2F1tdng9p7!19sChIJJWe1v2JxVo8RseaqrbENSt0
Mérida,Aromae,999 263 8892,,"4,9",33,,https://www.google.com/maps/place/Aromae/data=!4m7!3m6!1s0x8f5677911653d90f:0x7e53d6936e6013bc!8m2!3d21.0129487!4d-89.5917262!16s%2Fg%2F11sbxhng7b!19sChIJD9lTFpF3Vo8RvBNgbpPWU34
Mérida,NARANJA DULCE BOUTIQUE COSMETICS,999 637 2523,,"4,5",23,,https://www.google.com/maps/place/NARANJA+DULCE+BOUTIQUE+COSMETICS/data=!4m7!3m6!1s0x8f56731b2963d803:0xb1ba2a6f0809ff53!8m2!3d20.9935193!4d-89.6524403!16s%2Fg%2F11qpn31ntl!19sChIJA9hjKRtzVo8RU_8JCG8qurE
Mérida,ZERMAT INTERNACIONAL DISTRIBUIDOR AUTORIZADO,999 496 1719,,"4,6",51,,https://www.google.com/maps/place/ZERMAT+INTERNACIONAL+DISTRIBUIDOR+AUTORIZADO/data=!4m7!3m6!1s0x8f56716ef78403d5:0x1d0b457e79f776ff!8m2!3d20.9654029!4d-89.612834!16s%2Fg%2F1tdl75hv!19sChIJ1QOE925xVo8R_3b3eX5FCx0
Mérida,Bissú Boutique,999 688 7838,,"4,1",270,,https://www.google.com/maps/place/Biss%C3%BA+Boutique/data=!4m7!3m6!1s0x8f56716326e0bb41:0x53ae41e7d7498af5!8m2!3d20.9631916!4d-89.6226481!16s%2Fg%2F11c0pww2fm!19sChIJQbvgJmNxVo8R9YpJ1-dBrlM
Mérida,Fragranzhub,999 743 6824,,"5,0",196,,https://www.google.com/maps/place/Fragranzhub/data=!4m7!3m6!1s0x8f566d0d2a0a17f3:0xf74232bc210b0a19!8m2!3d20.8649746!4d-89.6514882!16s%2Fg%2F11l5gsvf3p!19sChIJ8xcKKg1tVo8RGQoLIbwyQvc
Mérida,Elha Beauty Dorada,999 238 7800,,"4,6",43,,https://www.google.com/maps/place/Elha+Beauty+Dorada/data=!4m7!3m6!1s0x8f56738002da8c19:0x94316c0900d64cf1!8m2!3d20.9939776!4d-89.6522357!16s%2Fg%2F11g0gp0jjt!19sChIJGYzaAoBzVo8R8UzWAAlsMZQ
Mérida,Pato Mercante,999 218 1132,,"4,9",144,,https://www.google.com/maps/place/Pato+Mercante/data=!4m7!3m6!1s0x8f56713a756e0de9:0x46ff76125e16a76e!8m2!3d20.9613091!4d-89.6072201!16s%2Fg%2F11fncj75dk!19sChIJ6Q1udTpxVo8RbqcWXhJ2_0Y
Mérida,"Luna Hernández | Makeup, Skincare & Más",999 315 8959,,"4,6",29,,"https://www.google.com/maps/place/Luna+Hern%C3%A1ndez+%7C+Makeup,+Skincare+%26+M%C3%A1s/data=!4m7!3m6!1s0x8f5675ac86363915:0x74f64950dfc86a55!8m2!3d21.0185625!4d-89.6513216!16s%2Fg%2F11p3l0584w!19sChIJFTk2hqx1Vo8RVWrI31BJ9nQ"
Mérida,Probell Montealbán,999 948 0976,,"4,2",104,,https://www.google.com/maps/place/Probell+Montealb%C3%A1n/data=!4m7!3m6!1s0x8f5676c292f68e17:0xf0d10e510d1881a6!8m2!3d21.0203542!4d-89.5985849!16s%2Fg%2F1pv2tx5g7!19sChIJF472ksJ2Vo8RpoEYDVEO0fA
Mérida,Bellafem,999 948 9629,,"4,5",37,,https://www.google.com/maps/place/Bellafem/data=!4m7!3m6!1s0x8f56777e76e8888b:0x219ca2d64ac88915!8m2!3d21.0058999!4d-89.60984!16s%2Fg%2F11ghrd8nq6!19sChIJi4jodn53Vo8RFYnIStainCE
Mérida,Labonté Mérida | BarreiroDistribuidor,999 781 3682,,"5,0",28,,https://www.google.com/maps/place/Labont%C3%A9+M%C3%A9rida+%7C+BarreiroDistribuidor/data=!4m7!3m6!1s0x8f5677abc22ffa41:0xd80f3da91f328093!8m2!3d21.0043998!4d-89.5751052!16s%2Fg%2F11w7nsv0p9!19sChIJQfovwqt3Vo8Rk4AyH6k9D9g
Mérida,MAREESTUDIO.MX,81 4806 9697,,"5,0",27,,https://www.google.com/maps/place/MAREESTUDIO.MX/data=!4m7!3m6!1s0x8f5677b6a18ff0a3:0xb3a77b469ee40eb3!8m2!3d20.980871!4d-89.568448!16s%2Fg%2F11wpp889vf!19sChIJo_CPobZ3Vo8Rsw7knkZ7p7M
Mérida,"INBELL (Belleza Profesional Alemán) kuul, Nekane",999 926 6717,,"4,4",40,,"https://www.google.com/maps/place/INBELL+%28Belleza+Profesional+Alem%C3%A1n%29+kuul,+Nekane/data=!4m7!3m6!1s0x8f56713619f66ded:0x874512619dcfa297!8m2!3d20.9906546!4d-89.6056892!16s%2Fg%2F1q4km9chf!19sChIJ7W32GTZxVo8Rl6LPnWESRYc"
Mérida,La Cosmetiqueria MÉRIDA,999 725 9558,,"5,0",21,,https://www.google.com/maps/place/La+Cosmetiqueria+M%C3%89RIDA/data=!4m7!3m6!1s0x8f56716e7830dd29:0xbf72faaf2e7128e3!8m2!3d20.9674173!4d-89.6204453!16s%2Fg%2F11v3yw_fhs!19sChIJKd0weG5xVo8R4yhxLq_6cr8
Mérida,Uñisimas Mérida,999 435 0450,,"4,9",37,,https://www.google.com/maps/place/U%C3%B1isimas+M%C3%A9rida/data=!4m7!3m6!1s0x8f56711aa16188d3:0xd34c2f1b2880f5c1!8m2!3d20.9369498!4d-89.624823!16s%2Fg%2F11px1_0shm!19sChIJ04hhoRpxVo8RwfWAKBsvTNM
Mérida,Sally Altabrisa Mérida,999 612 2332,,"4,2",81,,https://www.google.com/maps/place/Sally+Altabrisa+M%C3%A9rida/data=!4m7!3m6!1s0x8f56772146ffffff:0xb41952a7e293e059!8m2!3d21.0170906!4d-89.5837557!16s%2Fg%2F11f5dxrzkb!19sChIJ____RiF3Vo8RWeCT4qdSGbQ
Mérida,NOVEDADES DALIA,999 139 2715,,"4,9",22,,https://www.google.com/maps/place/NOVEDADES+DALIA/data=!4m7!3m6!1s0x8f56719a216bf147:0xb03338695b514c19!8m2!3d20.9400261!4d-89.6113185!16s%2Fg%2F1ptw8ymb8!19sChIJR_FrIZpxVo8RGUxRW2k4M7A
Mérida,Sears Altabrisa,999 930 0150,,"4,4",5687,,https://www.google.com/maps/place/Sears+Altabrisa/data=!4m7!3m6!1s0x8f5676d76a80f337:0xd0474ad8293f681d!8m2!3d21.0167827!4d-89.5834503!16s%2Fg%2F1tdn54rw!19sChIJN_OAatd2Vo8RHWg_KdhKR9A
Mérida,Miniso Centro Mérida,,,"4,5",2157,,https://www.google.com/maps/place/Miniso+Centro+M%C3%A9rida/data=!4m7!3m6!1s0x8f56717864e8cfd1:0x28b4ec0d3fd351e5!8m2!3d20.9654481!4d-89.6219163!16s%2Fg%2F11f77yps1r!19sChIJ0c_oZHhxVo8R5VHTPw3stCg
San,Fraiche Perfumando A México,,,"4,2",40,,https://www.google.com/maps/place/Fraiche+Perfumando+A+M%C3%A9xico/data=!4m7!3m6!1s0x842aa1f8a2363d55:0x53e41b0a83157c59!8m2!3d22.1532476!4d-100.973796!16s%2Fg%2F11s16rbwmc!19sChIJVT02ovihKoQRWXwVgwob5FM
San,L&M Cosmeticos,444 800 3729,,"4,6",43,,https://www.google.com/maps/place/L%26M+Cosmeticos/data=!4m7!3m6!1s0x842a9f5df056ebef:0x51ec4c4c28eb63ca!8m2!3d22.1967582!4d-101.0039214!16s%2Fg%2F11mjy79qd3!19sChIJ7-tW8F2fKoQRymPrKExM7FE
San,Bellísima Plaza San Luis,444 439 4602,,"4,7",21,,https://www.google.com/maps/place/Bell%C3%ADsima+Plaza+San+Luis/data=!4m7!3m6!1s0x842a992194cb1d6d:0x43e07c2cddcfb45a!8m2!3d22.1273462!4d-101.0307358!16s%2Fg%2F11c2jb8j90!19sChIJbR3LlCGZKoQRWrTP3Sx84EM
San,OLé Hair & Beauty SLP,,,"4,7",74,,https://www.google.com/maps/place/OL%C3%A9+Hair+%26+Beauty+SLP/data=!4m7!3m6!1s0x842a9f4ef42250d7:0xa237f7c42680d396!8m2!3d22.1705829!4d-101.0030683!16s%2Fg%2F11j_7gj1wx!19sChIJ11Ai9E6fKoQRltOAJsT3N6I
San,Distribuidora DN,444 688 5855,,"4,4",88,,https://www.google.com/maps/place/Distribuidora+DN/data=!4m7!3m6!1s0x842aa245e963bc47:0x16fc392f7450a4a3!8m2!3d22.124297!4d-100.9480525!16s%2Fg%2F11fzv_yq7v!19sChIJR7xj6UWiKoQRo6RQdC85_BY
San,SALOON21,444 339 3811,,"4,2",212,,https://www.google.com/maps/place/SALOON21/data=!4m7!3m6!1s0x842a98b8469fb8b7:0xb54b0728b28758a4!8m2!3d22.1374362!4d-101.0009262!16s%2Fg%2F11c1m_0wt3!19sChIJt7ifRriYKoQRpFiHsigHS7U
San,uapa cosmeticos,444 292 1432,,"4,1",21,,https://www.google.com/maps/place/uapa+cosmeticos/data=!4m7!3m6!1s0x842a99d6a5b2f049:0xe269120c6b54cb62!8m2!3d22.1467796!4d-101.0135586!16s%2Fg%2F11j0vf_tnr!19sChIJSfCypdaZKoQRYstUawwSaeI
San,Monserrat Montoya Maquillista con Aerógrafo,444 238 1117,,"4,9",181,,https://www.google.com/maps/place/Monserrat+Montoya+Maquillista+con+Aer%C3%B3grafo/data=!4m7!3m6!1s0x842a9932cc85a835:0x1820c2b5efd78a67!8m2!3d22.1472546!4d-100.9991713!16s%2Fg%2F11qw_6c423!19sChIJNaiFzDKZKoQRZ4rX77XCIBg
San,Alexan,444 833 2266,,"4,0",100,,https://www.google.com/maps/place/Alexan/data=!4m7!3m6!1s0x842a9f9d41e80203:0x558678cb351206eb!8m2!3d22.1552062!4d-101.0035209!16s%2Fg%2F11g6vf_nll!19sChIJAwLoQZ2fKoQR6wYSNct4hlU
San,Alfredo Escobar Salon,444 811 7896,,"4,7",118,,https://www.google.com/maps/place/Alfredo+Escobar+Salon/data=!4m7!3m6!1s0x842a98b1b01aaa77:0xe7e724a93b2704bc!8m2!3d22.1546569!4d-101.0022924!16s%2Fg%2F11b8_0v8yt!19sChIJd6oasLGYKoQRvAQnO6kk5-c
San,EL CUBANO MAYOREO,444 816 0548,,"4,4",60,,https://www.google.com/maps/place/EL+CUBANO+MAYOREO/data=!4m7!3m6!1s0x842aa202537665fb:0x508a444e9fea0bb9!8m2!3d22.150134!4d-100.9727166!16s%2Fg%2F11cs6kj18m!19sChIJ-2V2UwKiKoQRuQvqn05EilA
San,"MIHOUSE MARKET ROMA - Hogar, Regalos e Importaciones",,,"4,9",87,,"https://www.google.com/maps/place/MIHOUSE+MARKET+ROMA+-+Hogar,+Regalos+e+Importaciones/data=!4m7!3m6!1s0x842aa30019123025:0x5c883709d915fe6e!8m2!3d22.1393965!4d-100.9347073!16s%2Fg%2F11y41llyd3!19sChIJJTASGQCjKoQRbv4V2Qk3iFw"
Cancún,Siempre Bella Cosmetics Cancún,998 399 5592,,"4,4",79,,https://www.google.com/maps/place/Siempre+Bella+Cosmetics+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2d23e3c9e269:0x2e797a5d1d80440!8m2!3d21.1538242!4d-86.8429427!16s%2Fg%2F11fp8vs2fw!19sChIJaeLJ4yMtTI8RQATY0aWX5wI
Cancún,Boutique Cartier Cancún,998 272 5467,,"4,7",90,,https://www.google.com/maps/place/Boutique+Cartier+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c285c13497d79:0x1392f26df0f111bf!8m2!3d21.1088021!4d-86.7640697!16s%2Fg%2F1tfjxbkh!19sChIJeX1JE1woTI8RvxHx8G3ykhM
Cancún,Luxury Avenue Mall Cancún,998 147 3137,,"4,5",1155,,https://www.google.com/maps/place/Luxury+Avenue+Mall+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c285cf577e367:0x65b8a238c438bd66!8m2!3d21.1010255!4d-86.7662732!16s%2Fg%2F1tfqr_j4!19sChIJZ-N39VwoTI8RZr04xDiiuGU
Cancún,Lacoste Outlet Cancún,56 2562 6102,,"4,7",343,,https://www.google.com/maps/place/Lacoste+Outlet+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2b8eed7ffea1:0xb304a62d0401ba01!8m2!3d21.1519633!4d-86.8487506!16s%2Fg%2F11b6x_wrbp!19sChIJof5_7Y4rTI8RAboBBC2mBLM
Cancún,La Boutique Palacio Cancún,998 193 1490,,"4,5",1088,,https://www.google.com/maps/place/La+Boutique+Palacio+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c285fadf0bab3:0xfe2190a6c0c941a!8m2!3d21.1080366!4d-86.7636182!16s%2Fg%2F1tdk5m8k!19sChIJs7rwrV8oTI8RGpQMbAoZ4g8
Cancún,Panda Novedades y Mayoreo,,,"4,8",135,,https://www.google.com/maps/place/Panda+Novedades+y+Mayoreo/data=!4m7!3m6!1s0x8f4c2d27d6301d65:0x89d9a28d8171c362!8m2!3d21.1747664!4d-86.8746685!16s%2Fg%2F11swrv0_ct!19sChIJZR0w1ictTI8RYsNxgY2i2Yk
Cancún,El Arca De Noé,998 884 6444,,"4,2",559,,https://www.google.com/maps/place/El+Arca+De+No%C3%A9/data=!4m7!3m6!1s0x8f4c2c06ca7ad613:0x9bf01fb5971eca43!8m2!3d21.1639361!4d-86.8272485!16s%2Fg%2F11b6xr6f5r!19sChIJE9Z6ygYsTI8RQ8oel7Uf8Js
Cancún,Liverpool,998 881 1500,,"4,5",9045,,https://www.google.com/maps/place/Liverpool/data=!4m7!3m6!1s0x8f4c2bfd34a3b123:0x7fd73833e92d283!8m2!3d21.1455515!4d-86.8219043!16s%2Fg%2F1tdmfyrp!19sChIJI7GjNP0rTI8Rg9KSPoNz_Qc
Cancún,MC NAILS,998 252 3149,,"4,6",203,,https://www.google.com/maps/place/MC+NAILS/data=!4m7!3m6!1s0x8f4c2c0cb26a0ae3:0x7a5dc3e25d841198!8m2!3d21.1664801!4d-86.8419634!16s%2Fg%2F11b70d09qh!19sChIJ4wpqsgwsTI8RmBGEXeLDXXo
Cancún,Academia de Belleza Beauty Store By Clia,998 346 0388,,"4,9",23,,https://www.google.com/maps/place/Academia+de+Belleza+Beauty+Store+By+Clia/data=!4m7!3m6!1s0x8f4c2b98f3c60785:0x61c96d5b178ef245!8m2!3d21.1243266!4d-86.8550341!16s%2Fg%2F11l6l8cfp9!19sChIJhQfG85grTI8RRfKOF1ttyWE
Cancún,Pink28,998 119 3401,,"4,6",34,,https://www.google.com/maps/place/Pink28/data=!4m7!3m6!1s0x8f4c2d943cf169af:0x1b87ee653234537d!8m2!3d21.1631056!4d-86.8561671!16s%2Fg%2F11shk2lv1_!19sChIJr2nxPJQtTI8RfVM0MmXuhxs
Cancún,Sephora Puerto Cancún,998 313 3195,,"4,4",1317,,https://www.google.com/maps/place/Sephora+Puerto+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2fe3857da7f3:0x27160131ceec89fe!8m2!3d21.1611341!4d-86.8089922!16s%2Fg%2F11h0d2y1bq!19sChIJ86d9heMvTI8R_onszjEBFic
Cancún,BeautyGab,998 885 6281,,"4,6",29,,https://www.google.com/maps/place/BeautyGab/data=!4m7!3m6!1s0x8f4c2b12a51fed3d:0x62038781457839e5!8m2!3d21.1138974!4d-86.8504876!16s%2Fg%2F11jcjw009r!19sChIJPe0fpRIrTI8R5Tl4RYGHA2I
